,smiles,severity_class
344,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],1.0
345,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,0.0
346,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,0.0
347,C(=N)(N)N,0.0
348,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,0.0
349,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,0.0
350,C[C@@H](CC1=CC=CC=C1)NC,0.0
351,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,0.0
352,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0.0
353,CC(C[N+](C)(C)C)OC(=O)N,0.0
354,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,0.0
355,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0.0
356,C1=CC(=C(C=C1[C@H](CN)O)O)O,0.0
357,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,0.0
358,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0.0
359,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0
360,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0.0
361,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,0.0
362,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.0
363,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0.0
364,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,0.0
365,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,0.0
366,CC1(C2CCC(C2)C1(C)NC)C,0.0
367,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,0.0
368,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,0.0
369,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,0.0
370,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,0.0
371,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,0.0
372,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,0.0
373,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0.0
374,C=CC1=CC=CC=C1S(=O)(=O)[O-].[Ca+2],0.0
375,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0.0
376,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,0.0
377,CC(C)(CC1=CC=CC=C1)N,0.0
378,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0.0
379,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0.0
380,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,0.0
381,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,0.0
382,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,0.0
383,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],0.0
384,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,0.0
385,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,0.0
386,CC1C(OCCN1C)C2=CC=CC=C2,0.0
387,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0.0
388,C1CCCN(CCC1)CCN=C(N)N,0.0
389,CCC1(CC(=O)NC1=O)C,0.0
390,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,0.0
391,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,0.0
392,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,0.0
393,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,0.0
394,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,0.0
395,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,1.0
396,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.0
397,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,0.0
398,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](,0.0
399,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,0.0
400,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.0
401,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,0.0
402,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],0.0
403,CC(C)COC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,0.0
404,C[C@@H](CC1=CC=CC=C1)N,0.0
405,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,0.0
406,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],0.0
407,C1C(O1)CCl.C(CNCCNCCNCCN)N,0.0
408,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,0.0
409,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,0.0
410,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,0.0
411,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,0.0
412,CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,0.0
413,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C,0.0
414,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,0.0
415,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1)O,0.0
416,CCCCCCC(C)(C)C1=CC2=C([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)C(=C1)O,0.0
417,CC(=O)NO,0.0
418,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],0.0
419,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,0.0
420,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,0.0
421,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,0.0
422,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,0.0
423,C1CC(CCC1CN)C(=O)O,0.0
424,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,0.0
425,CCCCCCCC/C=C/CCCCCCCC(=O)O.C(CO)N,0.0
426,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,0.0
427,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,0.0
428,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N,0.0
429,C([C@@H](C(=O)O)N)S,0.0
430,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],0.0
431,CC(C12CC3CC(C1)CC(C3)C2)N,0.0
432,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,0.0
433,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,0.0
434,CC(=O)[O-].CC(=O)[O-].[Ca+2],0.0
435,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,0.0
436,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],0.0
437,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],0.0
438,C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],0.0
439,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,0.0
440,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,0.0
441,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,0.0
442,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N,1.0
443,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31,0.0
444,C=CC(CCC(=O)O)N,0.0
445,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)O2)O)O,1.0
446,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,0.0
447,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0.0
448,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],0.0
449,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,0.0
450,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,0.0
451,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,0.0
452,C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N,0.0
453,C1[C@@H]2CC(CC3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,0.0
454,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,0.0
455,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,0.0
456,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C,0.0
457,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0.0
458,CCCN[C@@H]1CCC2=C(C1)SC(=N2)N,0.0
459,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,0.0
460,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,0.0
461,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,0.0
462,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,0.0
463,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,0.0
464,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,0.0
465,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,0.0
466,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,0.0
467,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@@H]3COC(=O)N3,0.0
468,CC1=CC(=C(C=C1)O)[C@@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,0.0
469,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,0.0
470,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCC(,0.0
471,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,0.0
472,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,0.0
473,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,0.0
474,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,0.0
475,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,0.0
476,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,1.0
477,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,0.0
478,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,0.0
479,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CN,0.0
480,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,1.0
481,C1=C(C(=O)NC(=O)N1)F,0.0
482,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,0.0
483,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.0
484,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@@H]([C@@H]([C@H]4O)O)O)CO,1.0
485,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,0.0
486,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,0.0
487,C=CCN.C1C(O1)CCl,0.0
488,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,0.0
489,CC(=O)N[C@@H](CS)C(=O)O,0.0
490,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C)C)C)OC,0.0
491,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0.0
492,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0.0
493,C[C@@H]1O[C@]2(CN3CCC2CC3)CS1,0.0
494,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0.0
495,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,0.0
496,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,0.0
497,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,0.0
498,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,0.0
499,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,0.0
500,CC[C@H](C(=O)N)N1CCCC1=O,1.0
501,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,0.0
502,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,1.0
503,C(C(F)(F)F)(C(F)(F)F)(F)F,0.0
504,C(CN)CNCCSP(=O)(O)O,0.0
505,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,0.0
506,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,0.0
507,C(CCC(=O)O)CCN,0.0
508,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,0.0
509,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,0.0
510,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,0.0
511,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,0.0
512,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],0.0
513,CO/N=C\1/CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,0.0
514,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,0.0
515,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,0.0
516,CC1=C(SC=N1)/C=C\C2=C(N3[C@@H](C(C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O,0.0
517,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,0.0
518,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O,1.0
519,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],1.0
520,O1[As]2O[As]1O2,0.0
521,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,1.0
